Number;Name;Type 1;Type 2;Abilities;HP;Att;Def;Spa;Spd;Spe;BST;Height;Weight;Generation;Experience type;Evolutionary Stage;Final Evolution;Catch Rate;Legendary;Mega Evolution;Alolan Form;Galarian Form;Against Normal;Against Fire;Against Water;Against Electric;Against Grass;Against Ice;Against Fighting;Against Poison;Against Ground;Against Flying;Against Psychic;Against Bug;Against Rock;Against Ghost;Against Dragon;Against Dark;Against Steel;Against Fairy
753;Fomantis;Grass;;['Contrary', 'Leaf Guard'];40;55;35;50;35;35;250;0.3;1.5;7;Medium Fast;1;0;190;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
754;Lurantis;Grass;;['Contrary', 'Leaf Guard'];70;105;90;80;90;45;480;0.9;18.5;7;Medium Fast;2;1;75;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
755;Morelull;Grass;Fairy;['Effect Spore', 'Illuminate', 'Rain Dish'];40;35;55;65;75;15;285;0.2;1.5;7;Medium Fast;1;0;190;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;0.5;4.0;0.5;2.0;1.0;1.0;1.0;1.0;0.0;0.5;2.0;1.0
756;Shiinotic;Grass;Fairy;['Effect Spore', 'Illuminate', 'Rain Dish'];60;45;80;90;100;30;405;1.0;11.5;7;Medium Fast;2;1;75;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;0.5;4.0;0.5;2.0;1.0;1.0;1.0;1.0;0.0;0.5;2.0;1.0
757;Salandit;Poison;Fire;['Corrosion', 'Oblivious'];48;44;40;71;40;77;320;0.6;4.8;7;Medium Fast;1;0;120;0;0;0;0;1.0;0.5;2.0;1.0;0.3;0.5;0.5;0.5;4.0;1.0;2.0;0.3;2.0;1.0;1.0;1.0;0.5;0.3
758;Salazzle;Poison;Fire;['Corrosion', 'Oblivious'];68;64;60;111;60;117;480;1.2;22.2;7;Medium Fast;2;1;45;0;0;0;0;1.0;0.5;2.0;1.0;0.3;0.5;0.5;0.5;4.0;1.0;2.0;0.3;2.0;1.0;1.0;1.0;0.5;0.3
759;Stufful;Normal;Fighting;['Cute Charm', 'Fluffy', 'Klutz'];70;75;50;45;50;50;340;0.5;6.8;7;Medium Fast;1;0;140;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;2.0;0.5;0.5;0.0;1.0;0.5;1.0;2.0
760;Bewear;Normal;Fighting;['Fluffy', 'Klutz', 'Unnerve'];120;125;80;55;60;60;500;2.1;135.0;7;Medium Fast;2;1;70;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;2.0;0.5;0.5;0.0;1.0;0.5;1.0;2.0
761;Bounsweet;Grass;;['Leaf Guard', 'Oblivious', 'Sweet Veil'];42;30;38;30;38;32;210;0.3;3.2;7;Medium Slow;1;0;235;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
762;Steenee;Grass;;['Leaf Guard', 'Oblivious', 'Sweet Veil'];52;40;48;40;48;62;290;0.7;8.2;7;Medium Slow;2;0;120;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
763;Tsareena;Grass;;['Leaf Guard', 'Queenly Majesty', 'Sweet Veil'];72;120;98;50;98;72;510;1.2;21.4;7;Medium Slow;3;1;45;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
764;Comfey;Fairy;;['Flower Veil', 'Natural Cure', 'Triage'];51;52;90;82;110;100;485;0.1;0.3;7;Fast;1;1;60;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;1.0;1.0;0.0;0.5;2.0;1.0
765;Oranguru;Normal;Psychic;['Inner Focus', 'Symbiosis', 'Telepathy'];90;60;80;90;110;60;490;1.5;76.0;7;Slow;1;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;2.0;1.0;0.0;1.0;2.0;1.0;1.0
766;Passimian;Fighting;;['Defiant', 'Receiver'];100;120;90;40;60;80;490;2.0;82.8;7;Slow;1;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;0.5;1.0;2.0
767;Wimpod;Bug;Water;['Wimp Out'];25;35;40;20;30;80;230;0.5;12.0;7;Medium Fast;1;0;90;0;0;0;0;1.0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;0.5;2.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;1.0
768;Golisopod;Bug;Water;['Emergency Exit'];75;125;140;60;90;40;530;2.0;108.0;7;Medium Fast;2;1;45;0;0;0;0;1.0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;0.5;2.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;1.0
769;Sandygast;Ghost;Ground;['Sand Veil', 'Water Compaction'];55;55;80;70;45;15;320;0.5;70.0;7;Medium Fast;1;0;140;0;0;0;0;0.0;1.0;2.0;0.0;2.0;2.0;0.0;0.3;1.0;1.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0
770;Palossand;Ghost;Ground;['Sand Veil', 'Water Compaction'];85;75;110;100;75;35;480;1.3;250.0;7;Medium Fast;2;1;60;0;0;0;0;0.0;1.0;2.0;0.0;2.0;2.0;0.0;0.3;1.0;1.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0
771;Pyukumuku;Water;;['Innards Out', 'Unaware'];55;60;130;30;130;5;410;0.3;1.2;7;Fast;3;1;60;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
772;Type: Null;Normal;;['Battle Armor'];95;95;95;95;95;59;534;1.9;120.5;7;Slow;1;0;3;1;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
773;Silvally;Normal;;['RKS System'];95;95;95;95;95;95;570;2.3;100.5;7;Slow;2;1;3;1;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
774;Minior Meteor Form;Rock;Flying;['Shields Down'];60;60;100;60;100;60;440;0.3;40.0;7;Medium Slow;1;0;30;0;0;0;0;0.5;0.5;2.0;2.0;1.0;2.0;1.0;0.5;0.0;0.5;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0
774;Minior Core Form;Rock;Flying;['Shields Down'];60;100;60;100;60;120;500;0.3;0.3;7;Medium Slow;1;0;30;0;0;0;0;0.5;0.5;2.0;2.0;1.0;2.0;1.0;0.5;0.0;0.5;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0
775;Komala;Normal;;['Comatose'];65;115;65;75;95;65;480;0.4;19.9;7;Slow;1;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
776;Turtonator;Fire;Dragon;['Shell Armor'];60;78;135;91;85;36;485;2.0;212.0;7;Medium Fast;1;1;70;0;0;0;0;1.0;0.3;1.0;0.5;0.3;1.0;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;0.5;1.0
777;Togedemaru;Electric;Steel;['Iron Barbs', 'Lightning Rod', 'Sturdy'];65;98;63;40;73;96;435;0.3;3.3;7;Medium Fast;1;1;180;0;0;0;0;0.5;2.0;1.0;0.5;0.5;0.5;2.0;0.0;4.0;0.3;0.5;0.5;0.5;1.0;0.5;1.0;0.3;0.5
778;Mimikyu;Ghost;Fairy;['Disguise'];55;90;80;50;105;96;476;0.2;0.7;7;Medium Fast;1;1;45;0;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.3;1.0;2.0;0.0;1.0;2.0;1.0
779;Bruxish;Water;Psychic;['Dazzling', 'Strong Jaw', 'Wonder Skin'];68;105;70;70;70;92;475;0.9;19.0;7;Medium Fast;1;1;80;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;0.5;1.0
780;Drampa;Normal;Dragon;['Berserk', 'Cloud Nine', 'Sap Sipper'];78;60;85;135;91;36;485;3.0;185.0;7;Medium Fast;1;1;70;0;0;0;0;1.0;0.5;0.5;0.5;0.5;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;2.0
781;Dhelmise;Ghost;Grass;['Steelworker'];70;131;100;86;90;40;517;3.9;210.0;7;Medium Fast;1;1;25;0;0;0;0;0.0;2.0;0.5;0.5;0.5;2.0;0.0;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0
782;Jangmo-o;Dragon;;['Bulletproof', 'Overcoat', 'Soundproof'];45;55;65;45;45;45;300;0.6;29.7;7;Slow;1;0;45;0;0;0;0;1.0;0.5;0.5;0.5;0.5;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0
783;Hakamo-o;Dragon;Fighting;['Bulletproof', 'Overcoat', 'Soundproof'];55;75;90;65;70;65;420;1.2;47.0;7;Slow;2;0;45;0;0;0;0;1.0;0.5;0.5;0.5;0.5;2.0;1.0;1.0;1.0;2.0;2.0;0.5;0.5;1.0;2.0;0.5;1.0;4.0
784;Kommo-o;Dragon;Fighting;['Bulletproof', 'Overcoat', 'Soundproof'];75;110;125;100;105;85;600;1.6;78.2;7;Slow;3;1;45;0;0;0;0;1.0;0.5;0.5;0.5;0.5;2.0;1.0;1.0;1.0;2.0;2.0;0.5;0.5;1.0;2.0;0.5;1.0;4.0
785;Tapu Koko;Electric;Fairy;['Electric Surge', 'Telepathy'];70;115;85;95;75;130;570;1.8;20.5;7;Slow;1;1;3;1;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;0.5;2.0;2.0;0.5;1.0;0.5;1.0;1.0;0.0;0.5;1.0;1.0
786;Tapu Lele;Psychic;Fairy;['Psychic Surge', 'Telepathy'];70;85;75;130;115;95;570;1.2;18.6;7;Slow;1;1;3;1;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.3;2.0;1.0;1.0;0.5;1.0;1.0;2.0;0.0;1.0;2.0;1.0
787;Tapu Bulu;Grass;Fairy;['Grassy Surge', 'Telepathy'];70;130;115;85;95;75;570;1.9;45.5;7;Slow;1;1;3;1;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;0.5;4.0;0.5;2.0;1.0;1.0;1.0;1.0;0.0;0.5;2.0;1.0
788;Tapu Fini;Water;Fairy;['Misty Surge', 'Telepathy'];70;75;115;95;130;85;570;1.3;21.2;7;Slow;1;1;3;1;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;0.5;2.0;1.0;1.0;1.0;0.5;1.0;1.0;0.0;0.5;1.0;1.0
789;Cosmog;Psychic;;['Unaware'];43;29;31;29;31;37;200;0.2;0.1;7;Slow;1;0;45;1;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
790;Cosmoem;Psychic;;['Sturdy'];43;29;131;29;131;37;400;0.1;999.9;7;Slow;2;0;45;1;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
791;Solgaleo;Psychic;Steel;['Full Metal Body'];137;137;107;113;89;97;680;3.4;230.0;7;Slow;3;1;45;1;0;0;0;0.5;2.0;1.0;1.0;0.5;0.5;1.0;0.0;2.0;0.5;0.3;1.0;0.5;2.0;0.5;2.0;0.5;0.5
792;Lunala;Psychic;Ghost;['Shadow Shield'];137;113;89;137;107;97;680;4.0;120.0;7;Slow;3;1;45;1;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;0.5;1.0;1.0;4.0;1.0;4.0;1.0;1.0
793;Nihilego;Rock;Poison;['Beast Boost'];109;53;47;127;131;103;570;1.2;55.5;7;Slow;1;1;45;1;0;0;0;0.5;0.5;2.0;1.0;1.0;1.0;1.0;0.3;4.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5
794;Buzzwole;Bug;Fighting;['Beast Boost'];107;139;139;53;53;79;570;2.4;333.6;7;Slow;1;1;45;1;0;0;0;1.0;2.0;1.0;1.0;0.5;1.0;0.5;1.0;0.5;4.0;2.0;0.5;1.0;1.0;1.0;0.5;1.0;2.0
795;Pheromosa;Bug;Fighting;['Beast Boost'];71;137;37;137;37;151;570;1.8;25.0;7;Slow;1;1;45;1;0;0;0;1.0;2.0;1.0;1.0;0.5;1.0;0.5;1.0;0.5;4.0;2.0;0.5;1.0;1.0;1.0;0.5;1.0;2.0
796;Xurkitree;Electric;;['Beast Boost'];83;89;71;173;71;83;570;3.8;100.0;7;Slow;1;1;45;1;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
797;Celesteela;Steel;Flying;['Beast Boost'];97;101;103;107;101;61;570;9.2;999.9;7;Slow;1;1;45;1;0;0;0;0.5;2.0;1.0;2.0;0.3;1.0;1.0;0.0;0.0;0.5;0.5;0.3;1.0;1.0;0.5;1.0;0.5;0.5
798;Kartana;Grass;Steel;['Beast Boost'];59;181;131;59;31;109;570;0.3;0.1;7;Slow;1;1;45;1;0;0;0;0.5;4.0;0.5;0.5;0.3;1.0;2.0;0.0;1.0;1.0;0.5;1.0;0.5;1.0;0.5;1.0;0.5;0.5
799;Guzzlord;Dark;Dragon;['Beast Boost'];223;101;53;97;53;43;570;5.5;888.0;7;Slow;1;1;45;1;0;0;0;1.0;0.5;0.5;0.5;0.5;2.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;0.5;2.0;0.5;1.0;4.0
800;Necrozma;Psychic;;['Prism Armor'];97;107;101;127;89;79;600;2.4;230.0;7;Slow;1;1;255;1;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
800;Dusk Mane Necrozma;Psychic;Steel;['Prism Armor'];97;157;127;113;109;77;680;3.8;460.0;7;Slow;1;1;255;1;0;0;0;0.5;2.0;1.0;1.0;0.5;0.5;1.0;0.0;2.0;0.5;0.3;1.0;0.5;2.0;0.5;2.0;0.5;0.5
800;Dawn Wings Necrozma;Psychic;Ghost;['Prism Armor'];97;113;109;157;127;77;680;4.2;350.0;7;Slow;1;1;255;1;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;0.5;1.0;1.0;4.0;1.0;4.0;1.0;1.0
800;Ultra Necrozma;Psychic;Dragon;['Prism Armor'];97;167;97;167;97;129;754;7.5;230.0;7;Slow;1;1;255;1;0;0;0;1.0;0.5;0.5;0.5;0.5;2.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;2.0;2.0;1.0;2.0
801;Magearna;Steel;Fairy;['Soul-Heart'];80;95;115;130;115;65;600;1.0;80.5;7;Slow;1;1;3;1;0;0;0;0.5;2.0;1.0;1.0;0.5;0.5;1.0;0.0;2.0;0.5;0.5;0.3;0.5;1.0;0.0;0.5;1.0;0.5
802;Marshadow;Fighting;Ghost;['Technician'];90;125;80;90;90;125;600;0.7;22.2;7;Slow;1;1;3;1;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.5;1.0;2.0;2.0;0.3;0.5;2.0;1.0;1.0;1.0;2.0
803;Poipole;Poison;;['Beast Boost'];67;73;67;73;67;73;420;0.6;1.8;7;Slow;1;0;45;1;0;0;0;1.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;0.5
804;Naganadel;Poison;Dragon;['Beast Boost'];73;73;73;127;73;121;540;3.6;150.0;7;Slow;2;1;45;1;0;0;0;1.0;0.5;0.5;0.5;0.3;2.0;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0
805;Stakataka;Rock;Steel;['Beast Boost'];61;131;211;53;101;13;570;5.5;820.0;7;Slow;1;1;30;1;0;0;0;0.3;1.0;2.0;1.0;1.0;0.5;4.0;0.0;4.0;0.3;0.5;0.5;0.5;1.0;0.5;1.0;1.0;0.5
806;Blacephalon;Fire;Ghost;['Beast Boost'];53;127;53;151;79;107;570;1.8;13.0;7;Slow;1;1;30;1;0;0;0;0.0;0.5;2.0;1.0;0.5;0.5;0.0;0.5;2.0;1.0;1.0;0.3;2.0;2.0;1.0;2.0;0.5;0.5
807;Zeraora;Electric;;['Volt Absorb'];88;112;75;102;80;143;600;1.5;44.5;7;Slow;1;1;3;1;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
808;Meltan;Steel;;['Magnet Pull'];46;65;65;55;35;34;300;0.2;8.0;7;Slow;1;0;3;1;0;0;0;0.5;2.0;1.0;1.0;0.5;0.5;2.0;0.0;2.0;0.5;0.5;0.5;0.5;1.0;0.5;1.0;0.5;0.5
809;Melmetal;Steel;;['Iron Fist'];135;143;143;80;65;34;600;2.5;800.0;7;Slow;2;1;3;1;0;0;0;0.5;2.0;1.0;1.0;0.5;0.5;2.0;0.0;2.0;0.5;0.5;0.5;0.5;1.0;0.5;1.0;0.5;0.5
810;Grookey;Grass;;['Grassy Surge', 'Overgrow'];50;65;50;40;40;65;310;0.3;5.0;8;Medium Slow;1;0;45;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
811;Thwackey;Grass;;['Grassy Surge', 'Overgrow'];70;85;70;55;60;80;420;0.7;14.0;8;Medium Slow;2;0;45;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
812;Rillaboom;Grass;;['Grassy Surge', 'Overgrow'];100;125;90;60;70;85;530;2.1;90.0;8;Medium Slow;3;1;45;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
813;Scorbunny;Fire;;['Blaze', 'Libero'];50;71;40;40;40;69;310;0.3;4.5;8;Medium Slow;1;0;45;0;0;0;0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;0.5
814;Raboot;Fire;;['Blaze', 'Libero'];65;86;60;55;60;94;420;0.6;9.0;8;Medium Slow;2;0;45;0;0;0;0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;0.5
815;Cinderace;Fire;;['Blaze', 'Libero'];80;116;75;65;75;119;530;1.4;33.0;8;Medium Slow;3;1;45;0;0;0;0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;0.5
816;Sobble;Water;;['Sniper', 'Torrent'];50;40;40;70;40;70;310;0.3;4.0;8;Medium Slow;1;0;45;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
817;Drizzile;Water;;['Sniper', 'Torrent'];65;60;55;95;55;90;420;0.7;11.5;8;Medium Slow;2;0;45;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
818;Inteleon;Water;;['Sniper', 'Torrent'];70;85;65;125;65;120;530;1.9;45.2;8;Medium Slow;3;1;45;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
819;Skwovet;Normal;;['Cheek Pouch', 'Gluttony'];70;55;55;35;35;25;275;0.3;2.5;8;Medium Fast;1;0;255;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
820;Greedent;Normal;;['Cheek Pouch', 'Gluttony'];120;95;95;55;75;20;460;0.6;6.0;8;Medium Fast;2;1;90;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
821;Rookidee;Flying;;['Big Pecks', 'Keen Eye', 'Unnerve'];38;47;35;33;35;57;245;0.2;1.8;8;Medium Slow;1;0;255;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;0.5;1.0;0.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;1.0;1.0
822;Corvisquire;Flying;;['Big Pecks', 'Keen Eye', 'Unnerve'];68;67;55;43;55;77;365;0.8;16.0;8;Medium Slow;2;0;120;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;0.5;1.0;0.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;1.0;1.0
823;Corviknight;Flying;Steel;['Mirror Armor', 'Pressure', 'Unnerve'];98;87;105;53;85;67;495;2.2;75.0;8;Medium Slow;3;1;45;0;0;0;0;0.5;2.0;1.0;2.0;0.3;1.0;1.0;0.0;0.0;0.5;0.5;0.3;1.0;1.0;0.5;1.0;0.5;0.5
824;Blipbug;Bug;;['Swarm', 'Telepathy'];25;20;20;25;45;45;180;0.4;8.0;8;Medium Fast;1;0;255;0;0;0;0;1.0;2.0;1.0;1.0;0.5;1.0;0.5;1.0;0.5;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
825;Dottler;Bug;Psychic;['Swarm', 'Telepathy'];50;35;80;50;90;30;335;0.4;19.5;8;Medium Fast;2;0;120;0;0;0;0;1.0;2.0;1.0;1.0;0.5;1.0;0.3;1.0;0.5;2.0;0.5;2.0;2.0;2.0;1.0;2.0;1.0;1.0
826;Orbeetle;Bug;Psychic;['Frisk', 'Swarm', 'Telepathy'];60;45;110;80;120;90;505;0.4;40.8;8;Medium Fast;3;1;45;0;0;0;0;1.0;2.0;1.0;1.0;0.5;1.0;0.3;1.0;0.5;2.0;0.5;2.0;2.0;2.0;1.0;2.0;1.0;1.0
827;Nickit;Dark;;['Run Away', 'Stakeout', 'Unburden'];40;28;28;47;52;50;245;0.6;8.9;8;Fast;1;0;255;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;0.5;1.0;0.5;1.0;2.0
828;Thievul;Dark;;['Run Away', 'Stakeout', 'Unburden'];70;58;58;87;92;90;455;1.2;19.9;8;Fast;2;1;127;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;0.5;1.0;0.5;1.0;2.0
829;Gossifleur;Grass;;['Cotton Down', 'Effect Spore', 'Regenerator'];40;40;60;40;60;10;250;0.4;2.2;8;Medium Fast;1;0;190;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
830;Eldegoss;Grass;;['Cotton Down', 'Effect Spore', 'Regenerator'];60;50;90;80;120;60;460;0.5;2.5;8;Medium Fast;2;1;75;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
831;Wooloo;Normal;;['Bulletproof', 'Fluffy', 'Run Away'];42;40;55;40;45;48;270;0.6;6.0;8;Medium Fast;1;0;255;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
832;Dubwool;Normal;;['Bulletproof', 'Fluffy', 'Steadfast'];72;80;100;60;90;88;490;1.3;43.0;8;Medium Fast;2;1;127;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
833;Chewtle;Water;;['Shell Armor', 'Strong Jaw', 'Swift Swim'];50;64;50;38;38;44;284;0.3;8.5;8;Medium Fast;1;0;255;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
834;Drednaw;Water;Rock;['Shell Armor', 'Strong Jaw', 'Swift Swim'];90;115;90;48;68;74;485;1.0;115.5;8;Medium Fast;2;1;75;0;0;0;0;0.5;0.3;1.0;2.0;4.0;0.5;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
835;Yamper;Electric;;['Ball Fetch', 'Rattled'];59;45;50;40;50;26;270;0.3;13.5;8;Fast;1;0;255;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
836;Boltund;Electric;;['Competitive', 'Strong Jaw'];69;90;60;90;60;121;490;1.0;34.0;8;Fast;2;1;45;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
837;Rolycoly;Rock;;['Flash Fire', 'Heatproof', 'Steam Engine'];30;40;50;40;50;30;240;0.3;12.0;8;Medium Slow;1;0;255;0;0;0;0;0.5;0.5;2.0;1.0;2.0;1.0;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
838;Carkol;Rock;Fire;['Flame Body', 'Flash Fire', 'Steam Engine'];80;60;90;60;70;50;410;1.1;78.0;8;Medium Slow;2;0;120;0;0;0;0;0.5;0.3;4.0;1.0;1.0;0.5;2.0;0.5;4.0;0.5;1.0;0.5;2.0;1.0;1.0;1.0;1.0;0.5
839;Coalossal;Rock;Fire;['Flame Body', 'Flash Fire', 'Steam Engine'];110;80;120;80;90;30;510;2.8;310.5;8;Medium Slow;3;1;45;0;0;0;0;0.5;0.3;4.0;1.0;1.0;0.5;2.0;0.5;4.0;0.5;1.0;0.5;2.0;1.0;1.0;1.0;1.0;0.5
840;Applin;Grass;Dragon;['Bulletproof', 'Gluttony', 'Ripen'];40;40;80;40;40;20;260;0.2;0.5;8;Erratic;1;0;255;0;0;0;0;1.0;1.0;0.3;0.3;0.3;4.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0
841;Flapple;Grass;Dragon;['Gluttony', 'Hustle', 'Ripen'];70;110;80;95;60;70;485;0.3;1.0;8;Erratic;2;1;45;0;0;0;0;1.0;1.0;0.3;0.3;0.3;4.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0
